Date,Close,Trade Type,Return
,AAPL,,
2022-10-18,143.75,Sell,0.0
2023-03-23,158.92999267578125,Buy,-0.006969466083539766
2024-03-13,171.1300048828125,Sell,-0.012122559005482425
2024-06-13,214.24000549316406,Buy,-0.005491144359726752
